class_name, cluster_id
ClassDefinition(CopyToClipboardAction,jedit_4.3\jEdit\org\gjt\sp\jedit\search\HyperSearchResults.java):828,1
ClassDefinition(ToStringNodes,jedit_4.3\jEdit\org\gjt\sp\jedit\search\HyperSearchResults.java):850,1
ClassDefinition(CollapseChildTreeNodesAction,jedit_4.3\jEdit\org\gjt\sp\jedit\search\HyperSearchResults.java):873,1
ClassDefinition(RedoSearchAction,jedit_4.3\jEdit\org\gjt\sp\jedit\search\HyperSearchResults.java):895,1
ClassDefinition(TreeDisplayAction,jedit_4.3\jEdit\org\gjt\sp\jedit\search\HyperSearchResults.java):917,1
ClassDefinition(GoToNodeAction,jedit_4.3\jEdit\org\gjt\sp\jedit\search\HyperSearchResults.java):976,1
ClassDefinition(ResultCellRenderer,jedit_4.3\jEdit\org\gjt\sp\jedit\search\HyperSearchResults.java):993,1
ClassDefinition(CountNodes,jedit_4.3\jEdit\org\gjt\sp\jedit\search\HyperSearchResults.java):1057,1
ClassDefinition(ResultTreeTransferHandler,jedit_4.3\jEdit\org\gjt\sp\jedit\search\HyperSearchResults.java):1075,1
ClassDefinition(ResultVisitor,jedit_4.3\jEdit\org\gjt\sp\jedit\search\HyperSearchResults.java):1101,1
ClassDefinition(BufferLoadedVisitor,jedit_4.3\jEdit\org\gjt\sp\jedit\search\HyperSearchResults.java):1107,1
ClassDefinition(BufferClosedVisitor,jedit_4.3\jEdit\org\gjt\sp\jedit\search\HyperSearchResults.java):1116,1
ClassDefinition(TreeNodeCallbackAdapter,jedit_4.3\jEdit\org\gjt\sp\jedit\search\HyperSearchResults.java):1125,1
ClassDefinition(HyperSearchTreeNodeCallback,jedit_4.3\jEdit\org\gjt\sp\jedit\search\HyperSearchTreeNodeCallback.java):32,1
ClassDefinition(PatternSearchMatcher,jedit_4.3\jEdit\org\gjt\sp\jedit\search\PatternSearchMatcher.java):37,1
ClassDefinition(SearchAndReplace,jedit_4.3\jEdit\org\gjt\sp\jedit\search\SearchAndReplace.java):71,1
ClassDefinition(SearchBar,jedit_4.3\jEdit\org\gjt\sp\jedit\search\SearchBar.java):41,1
ClassDefinition(SearchDialog,jedit_4.3\jEdit\org\gjt\sp\jedit\search\SearchDialog.java):46,1
ClassDefinition(MyJRadioButton,jedit_4.3\jEdit\org\gjt\sp\jedit\search\SearchDialog.java):923,1
ClassDefinition(ReplaceActionHandler,jedit_4.3\jEdit\org\gjt\sp\jedit\search\SearchDialog.java):938,1
ClassDefinition(SettingsActionHandler,jedit_4.3\jEdit\org\gjt\sp\jedit\search\SearchDialog.java):951,1
ClassDefinition(MultiFileActionHandler,jedit_4.3\jEdit\org\gjt\sp\jedit\search\SearchDialog.java):970,1
ClassDefinition(SearchFileSet,jedit_4.3\jEdit\org\gjt\sp\jedit\search\SearchFileSet.java):29,1
ClassDefinition(SearchMatcher,jedit_4.3\jEdit\org\gjt\sp\jedit\search\SearchMatcher.java):30,1
ClassDefinition(Chunk,jedit_4.3\jEdit\org\gjt\sp\jedit\syntax\Chunk.java):40,1
ClassDefinition(DefaultTokenHandler,jedit_4.3\jEdit\org\gjt\sp\jedit\syntax\DefaultTokenHandler.java):34,1
ClassDefinition(DisplayTokenHandler,jedit_4.3\jEdit\org\gjt\sp\jedit\syntax\DisplayTokenHandler.java):37,1
ClassDefinition(DummyTokenHandler,jedit_4.3\jEdit\org\gjt\sp\jedit\syntax\DummyTokenHandler.java):34,1
ClassDefinition(KeywordMap,jedit_4.3\jEdit\org\gjt\sp\jedit\syntax\KeywordMap.java):37,1
ClassDefinition(Keyword,jedit_4.3\jEdit\org\gjt\sp\jedit\syntax\KeywordMap.java):234,1
ClassDefinition(ModeProvider,jedit_4.3\jEdit\org\gjt\sp\jedit\syntax\ModeProvider.java):48,1
ClassDefinition(ParserRule,jedit_4.3\jEdit\org\gjt\sp\jedit\syntax\ParserRule.java):37,1
ClassDefinition(ParserRuleSet,jedit_4.3\jEdit\org\gjt\sp\jedit\syntax\ParserRuleSet.java):36,1
ClassDefinition(SyntaxStyle,jedit_4.3\jEdit\org\gjt\sp\jedit\syntax\SyntaxStyle.java):33,1
ClassDefinition(TokenHandler,jedit_4.3\jEdit\org\gjt\sp\jedit\syntax\TokenHandler.java):35,1
ClassDefinition(TokenMarker,jedit_4.3\jEdit\org\gjt\sp\jedit\syntax\TokenMarker.java):47,1
ClassDefinition(LineContext,jedit_4.3\jEdit\org\gjt\sp\jedit\syntax\TokenMarker.java):813,1
ClassDefinition(XModeHandler,jedit_4.3\jEdit\org\gjt\sp\jedit\syntax\XModeHandler.java):44,1
ClassDefinition(TagDecl,jedit_4.3\jEdit\org\gjt\sp\jedit\syntax\XModeHandler.java):536,1
ClassDefinition(Anchor,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\Anchor.java):33,1
ClassDefinition(AntiAlias,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\AntiAlias.java):31,1
ClassDefinition(BufferHandler,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\BufferHandler.java):44,1
ClassDefinition(ChunkCache,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\ChunkCache.java):44,1
ClassDefinition(LineInfo,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\ChunkCache.java):797,1
ClassDefinition(CircleFoldPainter,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\CircleFoldPainter.java):27,1
ClassDefinition(DisplayManager,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\DisplayManager.java):40,1
ClassDefinition(ExtensionManager,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\ExtensionManager.java):35,1
ClassDefinition(FirstLine,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\FirstLine.java):34,1
ClassDefinition(FoldPainter,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\FoldPainter.java):36,1
ClassDefinition(Gutter,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\Gutter.java):54,1
ClassDefinition(GutterPopupHandler,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\GutterPopupHandler.java):24,1
ClassDefinition(InputMethodSupport,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\InputMethodSupport.java):48,1
ClassDefinition(JEditEmbeddedTextArea,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\JEditEmbeddedTextArea.java):35,1
ClassDefinition(JEditTextArea,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\JEditTextArea.java):53,1
ClassDefinition(MouseActions,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\MouseActions.java):29,1
ClassDefinition(MouseActionsProvider,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\MouseActionsProvider.java):30,1
ClassDefinition(RangeMap,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\RangeMap.java):43,1
ClassDefinition(ScreenLineManager,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\ScreenLineManager.java):38,1
ClassDefinition(ScrollLayout,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\ScrollLayout.java):31,1
ClassDefinition(ScrollLineCount,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\ScrollLineCount.java):31,1
ClassDefinition(ScrollListener,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\ScrollListener.java):29,1
ClassDefinition(Selection,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\Selection.java):48,1
ClassDefinition(Range,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\Selection.java):214,1
ClassDefinition(Rect,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\Selection.java):356,1
ClassDefinition(SelectionManager,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\SelectionManager.java):34,1
ClassDefinition(ShapedFoldPainter,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\ShapedFoldPainter.java):33,1
ClassDefinition(SquareFoldPainter,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\SquareFoldPainter.java):28,1
ClassDefinition(StandaloneTextArea,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\StandaloneTextArea.java):101,1
ClassDefinition(StandaloneActionSet,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\StandaloneTextArea.java):626,1
ClassDefinition(StatusListener,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\StatusListener.java):29,1
ClassDefinition(StructureMatcher,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\StructureMatcher.java):39,1
ClassDefinition(BracketMatcher,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\StructureMatcher.java):60,1
ClassDefinition(Highlight,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\StructureMatcher.java):131,1
ClassDefinition(RectParams,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\TextArea.java):5598,1
ClassDefinition(CaretBlinker,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\TextArea.java):6153,1
ClassDefinition(MutableCaretEvent,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\TextArea.java):6164,1
ClassDefinition(AdjustHandler,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\TextArea.java):6188,1
ClassDefinition(MouseWheelHandler,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\TextArea.java):6244,1
ClassDefinition(TextAreaBorder,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\TextAreaBorder.java):29,1
ClassDefinition(TextAreaDropHandler,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\TextAreaDropHandler.java):37,1
ClassDefinition(TextAreaException,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\TextAreaException.java):31,1
ClassDefinition(TextAreaExtension,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\TextAreaExtension.java):41,1
ClassDefinition(TextAreaMouseHandler,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\TextAreaMouseHandler.java):38,1
ClassDefinition(TextAreaPainter,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\TextAreaPainter.java):60,1
ClassDefinition(PaintLineBackground,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\TextAreaPainter.java):955,1
ClassDefinition(PaintSelection,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\TextAreaPainter.java):1042,1
ClassDefinition(PaintWrapGuide,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\TextAreaPainter.java):1083,1
ClassDefinition(PaintText,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\TextAreaPainter.java):1123,1
ClassDefinition(PaintCaret,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\TextAreaPainter.java):1216,1
ClassDefinition(TextAreaTransferHandler,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\TextAreaTransferHandler.java):48,1
ClassDefinition(TextAreaSelection,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\TextAreaTransferHandler.java):453,1
ClassDefinition(DraggedURLLoader,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\TextAreaTransferHandler.java):465,1
ClassDefinition(TriangleFoldPainter,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\TriangleFoldPainter.java):31,1
ClassDefinition(JEditVisitor,jedit_4.3\jEdit\org\gjt\sp\jedit\visitors\JEditVisitor.java):41,1
ClassDefinition(JEditVisitorAdapter,jedit_4.3\jEdit\org\gjt\sp\jedit\visitors\JEditVisitorAdapter.java):37,1
ClassDefinition(SaveCaretInfoVisitor,jedit_4.3\jEdit\org\gjt\sp\jedit\visitors\SaveCaretInfoVisitor.java):31,1
ClassDefinition(IntegerArray,jedit_4.3\jEdit\org\gjt\sp\util\IntegerArray.java):28,1
ClassDefinition(IOUtilities,jedit_4.3\jEdit\org\gjt\sp\util\IOUtilities.java):34,1
ClassDefinition(Log,jedit_4.3\jEdit\org\gjt\sp\util\Log.java):61,1
ClassDefinition(LogListModel,jedit_4.3\jEdit\org\gjt\sp\util\Log.java):444,1
ClassDefinition(LogPrintStream,jedit_4.3\jEdit\org\gjt\sp\util\Log.java):548,1
ClassDefinition(LogOutputStream,jedit_4.3\jEdit\org\gjt\sp\util\Log.java):600,1
ClassDefinition(ProgressObserver,jedit_4.3\jEdit\org\gjt\sp\util\ProgressObserver.java):32,1
ClassDefinition(PropertiesBean,jedit_4.3\jEdit\org\gjt\sp\util\PropertiesBean.java):51,1
ClassDefinition(ReadWriteLock,jedit_4.3\jEdit\org\gjt\sp\util\ReadWriteLock.java):61,1
ClassDefinition(ReverseCharSequence,jedit_4.3\jEdit\org\gjt\sp\util\ReverseCharSequence.java):26,1
ClassDefinition(SegmentBuffer,jedit_4.3\jEdit\org\gjt\sp\util\SegmentBuffer.java):30,1
ClassDefinition(SegmentCharSequence,jedit_4.3\jEdit\org\gjt\sp\util\SegmentCharSequence.java):31,1
ClassDefinition(StandardUtilities,jedit_4.3\jEdit\org\gjt\sp\util\StandardUtilities.java):41,1
ClassDefinition(StringCompare<E>,jedit_4.3\jEdit\org\gjt\sp\util\StandardUtilities.java):468,1
ClassDefinition(StringList,jedit_4.3\jEdit\org\gjt\sp\util\StringList.java):35,1
ClassDefinition(ThreadAbortMonitor,jedit_4.3\jEdit\org\gjt\sp\util\ThreadAbortMonitor.java):28,1
ClassDefinition(WorkRequest,jedit_4.3\jEdit\org\gjt\sp\util\WorkRequest.java):30,1
ClassDefinition(WorkThread,jedit_4.3\jEdit\org\gjt\sp\util\WorkThread.java):27,1
ClassDefinition(Abort,jedit_4.3\jEdit\org\gjt\sp\util\WorkThread.java):236,1
ClassDefinition(WorkThreadPool,jedit_4.3\jEdit\org\gjt\sp\util\WorkThreadPool.java):37,1
ClassDefinition(Request,jedit_4.3\jEdit\org\gjt\sp\util\WorkThreadPool.java):453,1
ClassDefinition(RunRequestsInAWTThread,jedit_4.3\jEdit\org\gjt\sp\util\WorkThreadPool.java):475,1
ClassDefinition(WorkThreadProgressListener,jedit_4.3\jEdit\org\gjt\sp\util\WorkThreadProgressListener.java):28,1
ClassDefinition(XMLUtilities,jedit_4.3\jEdit\org\gjt\sp\util\XMLUtilities.java):47,1
ClassDefinition(Parser,jedit_4.3\jEdit\org\gjt\sp\jedit\bsh\Parser.java):31,2
ClassDefinition(XmlParser,jedit_4.3\jEdit\com\microstar\xml\XmlParser.java):42,3
ClassDefinition(TextArea,jedit_4.3\jEdit\org\gjt\sp\jedit\textarea\TextArea.java):70,3
ClassDefinition(ParserTokenManager,jedit_4.3\jEdit\org\gjt\sp\jedit\bsh\ParserTokenManager.java):4,6
ClassDefinition(CBZip2InputStream,jedit_4.3\jEdit\installer\CBZip2InputStream.java):19,8
ClassDefinition(CBZip2OutputStream,jedit_4.3\jEdit\installer\CBZip2OutputStream.java):19,8
