method_name, cluster_id
FunctionSignature(SrcMLParsingUtils::GetCommentSummary:1):160,5
FunctionSignature(SrcMLParsingUtils::GetCommentText:2):185,5
FunctionSignature(SrcMLParsingUtils::ParseBody:1):208,5
FunctionSignature(SrcMLParsingUtils::ParseNameAndLineNumber:3):252,5
FunctionSignature(SrcMLParsingUtils::RetrieveClassElement:2):288,5
FunctionSignature(SrcMLParsingUtils::RetrieveMethodElement:2):315,5
FunctionSignature(SrcMLParsingUtils::RetrieveSource:1):337,5
FunctionSignature(SrcMLParsingUtils::RetrieveSource:1):372,5
FunctionSignature(SrcMLParsingUtils::RetrieveAccessLevel:2):379,5
FunctionSignature(TextFileParser::Parse:1):12,5
FunctionSignature(GetSizeInMb:1):50,5
FunctionSignature(XMLFileParser::Parse:1):16,5
FunctionSignature(CamelIdSplitter::Split:1):10,5
ConstructorSignature(QueryRecommender::QueryRecommender:0):17,5
FunctionSignature(QueryRecommender::GenerateRecommendations:1):22,5
FunctionSignature(QueryRecommender::AddRecommendation:1):40,5
FunctionSignature(QueryRecommender::AddRecommendation:2):44,5
FunctionSignature(QueryRecommender::WeightByFrequency:1):54,5
FunctionSignature(QueryRecommender::WeightBySameField:1):126,5
FunctionSignature(QueryRecommender::WeightBySameField_WordsInOrder:1):221,5
FunctionSignature(QueryRecommender::WeightByPartOfSpeech:1):325,5
FunctionSignature(QueryRecommender::FindWordInPhraseNode:2):429,5
FunctionSignature(QueryRecommender::GetWeightForPartOfSpeech:1):443,5
FunctionSignature(SwumDataRecord::get:0):12,5
FunctionSignature(SwumDataRecord::set:0):12,5
FunctionSignature(SwumDataRecord::get:0):13,5
FunctionSignature(SwumDataRecord::set:0):13,5
FunctionSignature(SwumDataRecord::get:0):14,5
FunctionSignature(SwumDataRecord::set:0):14,5
FunctionSignature(SwumDataRecord::get:0):15,5
FunctionSignature(SwumDataRecord::set:0):15,5
FunctionSignature(SwumDataRecord::get:0):16,5
FunctionSignature(SwumDataRecord::set:0):16,5
FunctionSignature(SwumDataRecord::get:0):17,5
FunctionSignature(SwumDataRecord::set:0):17,5
FunctionSignature(SwumDataRecord::get:0):18,5
FunctionSignature(SwumDataRecord::set:0):18,5
